,Date,Value,ValueNew
715,2018-05-17,,39.0
716,2018-05-18,,39.0
717,2018-05-19,,39.0
718,2018-05-20,,39.0
719,2018-05-21,,39.0
720,2018-05-22,,39.0
721,2018-05-23,,39.0
722,2018-05-24,,39.0
723,2018-05-25,,39.0
724,2018-05-26,,39.0
725,2018-05-27,,39.0
726,2018-05-28,,39.0
727,2018-05-29,,39.0
728,2018-05-30,,39.0
729,2018-05-31,,39.0
730,2018-06-01,,39.0
731,2018-06-02,,39.0
732,2018-06-03,,39.0
733,2018-06-04,,39.0
734,2018-06-05,,39.0
735,2018-06-06,,39.0
736,2018-06-07,,39.0
737,2018-06-08,,39.0
738,2018-06-09,,39.0
739,2018-06-10,,39.0
740,2018-06-11,,39.0
741,2018-06-12,,39.0
742,2018-06-13,,39.0
743,2018-06-14,,39.0
744,2018-06-15,,39.0
745,2018-06-16,,39.0
746,2018-06-17,,39.0
747,2018-06-18,,39.0
748,2018-06-19,,39.0
749,2018-06-20,,39.0
750,2018-06-21,,39.0
751,2018-06-22,,39.0
752,2018-06-23,,39.0
753,2018-06-24,,39.0
754,2018-06-25,,39.0
755,2018-06-26,,39.0
756,2018-06-27,,39.0
757,2018-06-28,,39.0
758,2018-06-29,,39.0
759,2018-06-30,,39.0
760,2018-07-01,,39.0
761,2018-07-02,,39.0
762,2018-07-03,,39.0
763,2018-07-04,,39.0
764,2018-07-05,,39.0
765,2018-07-06,,39.0
766,2018-07-07,,39.0
767,2018-07-08,,39.0
768,2018-07-09,,39.0
769,2018-07-10,,39.0
770,2018-07-11,,39.0
771,2018-07-12,,39.0
772,2018-07-13,,39.0
773,2018-07-14,,39.0
774,2018-07-15,,39.0
775,2018-07-16,,39.0
776,2018-07-17,,39.0
777,2018-07-18,,39.0
778,2018-07-19,39.0,39.0
779,2018-07-20,,39.07142857142857
780,2018-07-21,,39.142857142857146
781,2018-07-22,,39.214285714285715
782,2018-07-23,,39.285714285714285
783,2018-07-24,,39.357142857142854
784,2018-07-25,,39.42857142857143
785,2018-07-26,,39.5
786,2018-07-27,,39.57142857142857
787,2018-07-28,,39.642857142857146
788,2018-07-29,,39.714285714285715
789,2018-07-30,,39.785714285714285
790,2018-07-31,,39.857142857142854
791,2018-08-01,,39.92857142857143
792,2018-08-02,40.0,40.0
793,2018-08-03,,39.87179487179487
794,2018-08-04,,39.743589743589745
795,2018-08-05,,39.61538461538461
796,2018-08-06,,39.48717948717949
797,2018-08-07,,39.35897435897436
798,2018-08-08,,39.23076923076923
799,2018-08-09,,39.1025641025641
800,2018-08-10,,38.97435897435898
801,2018-08-11,,38.84615384615385
802,2018-08-12,,38.717948717948715
803,2018-08-13,,38.58974358974359
804,2018-08-14,,38.46153846153846
805,2018-08-15,,38.333333333333336
806,2018-08-16,,38.205128205128204
807,2018-08-17,,38.07692307692308
808,2018-08-18,,37.94871794871795
809,2018-08-19,,37.82051282051282
810,2018-08-20,,37.69230769230769
811,2018-08-21,,37.56410256410256
812,2018-08-22,,37.43589743589744
813,2018-08-23,,37.30769230769231
814,2018-08-24,,37.17948717948718
815,2018-08-25,,37.05128205128205
816,2018-08-26,,36.92307692307692
817,2018-08-27,,36.794871794871796
818,2018-08-28,,36.666666666666664
819,2018-08-29,,36.53846153846154
820,2018-08-30,,36.41025641025641
821,2018-08-31,,36.282051282051285
822,2018-09-01,,36.15384615384615
823,2018-09-02,,36.02564102564103
824,2018-09-03,,35.8974358974359
825,2018-09-04,,35.769230769230774
826,2018-09-05,,35.64102564102564
